lower_limit,left_limit,upper_limit,right_limit,input_text
19.0,75.5,19.25,75.75,E43D12
19.75,75.75,20.0,76.0,E43D13
19.5,75.75,19.75,76.0,E43D14
19.25,75.75,19.5,76.0,E43D15
19.0,75.75,19.25,76.0,E43D16
19.5,75.0,19.75,75.25,E43D2
19.25,75.0,19.5,75.25,E43D3
19.0,75.0,19.25,75.25,E43D4
19.5,75.25,19.75,75.5,E43D6
19.25,75.25,19.5,75.5,E43D7
19.0,75.25,19.25,75.5,E43D8
19.75,75.5,20.0,75.75,E43D9
19.75,76.0,20.0,76.25,E43E1
19.5,76.5,19.75,76.75,E43E10
19.25,76.5,19.5,76.75,E43E11
19.0,76.5,19.25,76.75,E43E12
19.75,76.75,20.0,77.0,E43E13
19.5,76.75,19.75,77.0,E43E14
19.25,76.75,19.5,77.0,E43E15
19.0,76.75,19.25,77.0,E43E16
19.5,76.0,19.75,76.25,E43E2
19.25,76.0,19.5,76.25,E43E3
19.0,76.0,19.25,76.25,E43E4
19.75,76.25,20.0,76.5,E43E5
19.5,76.25,19.75,76.5,E43E6
19.25,76.25,19.5,76.5,E43E7
19.0,76.25,19.25,76.5,E43E8
19.75,76.5,20.0,76.75,E43E9
19.75,77.0,20.0,77.25,E43F1
19.5,77.5,19.75,77.75,E43F10
19.25,77.5,19.5,77.75,E43F11
19.0,77.5,19.25,77.75,E43F12
19.75,77.75,20.0,78.0,E43F13
19.5,77.75,19.75,78.0,E43F14
19.25,77.75,19.5,78.0,E43F15
19.0,77.75,19.25,78.0,E43F16
19.5,77.0,19.75,77.25,E43F2
19.25,77.0,19.5,77.25,E43F3
19.0,77.0,19.25,77.25,E43F4
19.75,77.25,20.0,77.5,E43F5
19.5,77.25,19.75,77.5,E43F6
19.25,77.25,19.5,77.5,E43F7
19.0,77.25,19.25,77.5,E43F8
19.75,77.5,20.0,77.75,E43F9
18.75,72.75,19.0,73.0,E43G13
18.25,72.75,18.5,73.0,E43G15
18.0,72.75,18.25,73.0,E43G16
18.5,73.5,18.75,73.75,E43H10
18.25,73.5,18.5,73.75,E43H11
18.75,73.75,19.0,74.0,E43H13
18.5,73.75,18.75,74.0,E43H14
18.25,73.75,18.5,74.0,E43H15
18.0,73.75,18.25,74.0,E43H16
18.5,73.0,18.75,73.25,E43H2
18.0,73.0,18.25,73.25,E43H4
18.75,73.25,19.0,73.5,E43H5
18.0,73.25,18.25,73.5,E43H8
18.75,73.5,19.0,73.75,E43H9
18.75,74.0,19.0,74.25,E43I1
18.5,74.5,18.75,74.75,E43I10
18.25,74.5,18.5,74.75,E43I11
18.0,74.5,18.25,74.75,E43I12
18.75,74.75,19.0,75.0,E43I13
18.5,74.75,18.75,75.0,E43I14
18.25,74.75,18.5,75.0,E43I15
18.0,74.75,18.25,75.0,E43I16
18.5,74.0,18.75,74.25,E43I2
18.25,74.0,18.5,74.25,E43I3
18.0,74.0,18.25,74.25,E43I4
18.75,74.25,19.0,74.5,E43I5
18.5,74.25,18.75,74.5,E43I6
18.25,74.25,18.5,74.5,E43I7
18.0,74.25,18.25,74.5,E43I8
18.75,74.5,19.0,74.75,E43I9
18.75,75.0,19.0,75.25,E43J1
18.5,75.5,18.75,75.75,E43J10
18.25,75.5,18.5,75.75,E43J11
18.0,75.5,18.25,75.75,E43J12
18.75,75.75,19.0,76.0,E43J13
18.5,75.75,18.75,76.0,E43J14
18.25,75.75,18.5,76.0,E43J15
18.0,75.75,18.25,76.0,E43J16
18.5,75.0,18.75,75.25,E43J2
18.25,75.0,18.5,75.25,E43J3
18.0,75.0,18.25,75.25,E43J4
18.75,75.25,19.0,75.5,E43J5
18.5,75.25,18.75,75.5,E43J6
18.25,75.25,18.5,75.5,E43J7
18.0,75.25,18.25,75.5,E43J8
18.75,75.5,19.0,75.75,E43J9
18.75,76.0,19.0,76.25,E43K1
18.5,76.5,18.75,76.75,E43K10
18.25,76.5,18.5,76.75,E43K11
18.0,76.5,18.25,76.75,E43K12
18.75,76.75,19.0,77.0,E43K13
18.5,76.75,18.75,77.0,E43K14
18.25,76.75,18.5,77.0,E43K15
18.0,76.75,18.25,77.0,E43K16
18.5,76.0,18.75,76.25,E43K2
18.25,76.0,18.5,76.25,E43K3
18.0,76.0,18.25,76.25,E43K4
18.75,76.25,19.0,76.5,E43K5
18.5,76.25,18.75,76.5,E43K6
18.25,76.25,18.5,76.5,E43K7
18.0,76.25,18.25,76.5,E43K8
18.75,76.5,19.0,76.75,E43K9
18.75,77.0,19.0,77.25,E43L1
18.5,77.5,18.75,77.75,E43L10
18.25,77.5,18.5,77.75,E43L11
18.0,77.5,18.25,77.75,E43L12
18.75,77.75,19.0,78.0,E43L13
18.5,77.75,18.75,78.0,E43L14
18.25,77.75,18.5,78.0,E43L15
18.0,77.75,18.25,78.0,E43L16
18.5,77.0,18.75,77.25,E43L2
18.25,77.0,18.5,77.25,E43L3
18.0,77.0,18.25,77.25,E43L4
18.5,77.25,18.75,77.5,E43L6
18.25,77.25,18.5,77.5,E43L7
18.0,77.25,18.25,77.5,E43L8
18.75,77.5,19.0,77.75,E43L9
17.5,73.5,17.75,73.75,E43N10
17.25,73.5,17.5,73.75,E43N11
17.0,73.5,17.25,73.75,E43N12
17.75,73.75,18.0,74.0,E43N13
17.5,73.75,17.75,74.0,E43N14
17.25,73.75,17.5,74.0,E43N15
17.0,73.75,17.25,74.0,E43N16
17.5,73.0,17.75,73.25,E43N2
17.25,73.0,17.5,73.25,E43N3
17.5,73.25,17.75,73.5,E43N6
17.25,73.25,17.5,73.5,E43N7
17.75,74.0,18.0,74.25,E43O1
17.5,74.5,17.75,74.75,E43O10
17.25,74.5,17.5,74.75,E43O11
17.0,74.5,17.25,74.75,E43O12
17.75,74.75,18.0,75.0,E43O13
17.5,74.75,17.75,75.0,E43O14
17.25,74.75,17.5,75.0,E43O15
17.0,74.75,17.25,75.0,E43O16
17.5,74.0,17.75,74.25,E43O2
17.25,74.0,17.5,74.25,E43O3
17.0,74.0,17.25,74.25,E43O4
17.75,74.25,18.0,74.5,E43O5
17.5,74.25,17.75,74.5,E43O6
17.25,74.25,17.5,74.5,E43O7
17.0,74.25,17.25,74.5,E43O8
17.75,74.5,18.0,74.75,E43O9
17.75,75.0,18.0,75.25,E43P1
17.5,75.5,17.75,75.75,E43P10
17.25,75.5,17.5,75.75,E43P11
17.0,75.5,17.25,75.75,E43P12
17.75,75.75,18.0,76.0,E43P13
17.5,75.75,17.75,76.0,E43P14
17.25,75.75,17.5,76.0,E43P15
17.0,75.75,17.25,76.0,E43P16
17.5,75.0,17.75,75.25,E43P2
17.25,75.0,17.5,75.25,E43P3
17.0,75.0,17.25,75.25,E43P4
17.75,75.25,18.0,75.5,E43P5
17.5,75.25,17.75,75.5,E43P6
17.25,75.25,17.5,75.5,E43P7
17.0,75.25,17.25,75.5,E43P8
17.75,75.5,18.0,75.75,E43P9
17.75,76.0,18.0,76.25,E43Q1
17.5,76.5,17.75,76.75,E43Q10
17.25,76.5,17.5,76.75,E43Q11
17.0,76.5,17.25,76.75,E43Q12
17.75,76.75,18.0,77.0,E43Q13
17.5,76.75,17.75,77.0,E43Q14
17.25,76.75,17.5,77.0,E43Q15
17.0,76.75,17.25,77.0,E43Q16
17.5,76.0,17.75,76.25,E43Q2
17.25,76.0,17.5,76.25,E43Q3
17.0,76.0,17.25,76.25,E43Q4
17.75,76.25,18.0,76.5,E43Q5
17.5,76.25,17.75,76.5,E43Q6
17.25,76.25,17.5,76.5,E43Q7
17.0,76.25,17.25,76.5,E43Q8
17.75,76.5,18.0,76.75,E43Q9
17.75,77.0,18.0,77.25,E43R1
17.5,77.5,17.75,77.75,E43R10
17.25,77.5,17.5,77.75,E43R11
17.0,77.5,17.25,77.75,E43R12
17.75,77.75,18.0,78.0,E43R13
17.5,77.75,17.75,78.0,E43R14
17.25,77.75,17.5,78.0,E43R15
17.0,77.75,17.25,78.0,E43R16
17.5,77.0,17.75,77.25,E43R2
17.25,77.0,17.5,77.25,E43R3
17.0,77.0,17.25,77.25,E43R4
17.75,77.25,18.0,77.5,E43R5
17.5,77.25,17.75,77.5,E43R6
17.25,77.25,17.5,77.5,E43R7
17.0,77.25,17.25,77.5,E43R8
17.75,77.5,18.0,77.75,E43R9
16.5,73.5,16.75,73.75,E43T10
16.25,73.5,16.5,73.75,E43T11
16.0,73.5,16.25,73.75,E43T12
16.75,73.75,17.0,74.0,E43T13
16.5,73.75,16.75,74.0,E43T14
16.25,73.75,16.5,74.0,E43T15
16.0,73.75,16.25,74.0,E43T16
16.75,73.25,17.0,73.5,E43T5
16.5,73.25,16.75,73.5,E43T6
16.25,73.25,16.5,73.5,E43T7
16.0,73.25,16.25,73.5,E43T8
16.75,73.5,17.0,73.75,E43T9
16.75,74.0,17.0,74.25,E43U1
16.5,74.5,16.75,74.75,E43U10
16.25,74.5,16.5,74.75,E43U11
16.0,74.5,16.25,74.75,E43U12
16.75,74.75,17.0,75.0,E43U13
16.5,74.75,16.75,75.0,E43U14
16.25,74.75,16.5,75.0,E43U15
16.0,74.75,16.25,75.0,E43U16
16.5,74.0,16.75,74.25,E43U2
16.25,74.0,16.5,74.25,E43U3
16.0,74.0,16.25,74.25,E43U4
16.75,74.25,17.0,74.5,E43U5
16.5,74.25,16.75,74.5,E43U6
16.25,74.25,16.5,74.5,E43U7
16.0,74.25,16.25,74.5,E43U8
16.75,74.5,17.0,74.75,E43U9
16.75,75.0,17.0,75.25,E43V1
16.5,75.5,16.75,75.75,E43V10
16.25,75.5,16.5,75.75,E43V11
16.0,75.5,16.25,75.75,E43V12
16.75,75.75,17.0,76.0,E43V13
16.5,75.75,16.75,76.0,E43V14
16.25,75.75,16.5,76.0,E43V15
16.0,75.75,16.25,76.0,E43V16
16.5,75.0,16.75,75.25,E43V2
16.25,75.0,16.5,75.25,E43V3
16.0,75.0,16.25,75.25,E43V4
16.75,75.25,17.0,75.5,E43V5
16.5,75.25,16.75,75.5,E43V6
16.25,75.25,16.5,75.5,E43V7
16.0,75.25,16.25,75.5,E43V8
16.75,75.5,17.0,75.75,E43V9
16.75,76.0,17.0,76.25,E43W1
16.5,76.5,16.75,76.75,E43W10
16.25,76.5,16.5,76.75,E43W11
16.0,76.5,16.25,76.75,E43W12
16.75,76.75,17.0,77.0,E43W13
16.5,76.75,16.75,77.0,E43W14
16.25,76.75,16.5,77.0,E43W15
16.0,76.75,16.25,77.0,E43W16
16.5,76.0,16.75,76.25,E43W2
16.25,76.0,16.5,76.25,E43W3
16.0,76.0,16.25,76.25,E43W4
16.75,76.25,17.0,76.5,E43W5
16.5,76.25,16.75,76.5,E43W6
16.25,76.25,16.5,76.5,E43W7
16.0,76.25,16.25,76.5,E43W8
16.75,76.5,17.0,76.75,E43W9
16.75,77.0,17.0,77.25,E43X1
16.5,77.5,16.75,77.75,E43X10
16.25,77.5,16.5,77.75,E43X11
16.0,77.5,16.25,77.75,E43X12
16.75,77.75,17.0,78.0,E43X13
16.5,77.75,16.75,78.0,E43X14
16.25,77.75,16.5,78.0,E43X15
16.0,77.75,16.25,78.0,E43X16
16.5,77.0,16.75,77.25,E43X2
16.25,77.0,16.5,77.25,E43X3
16.0,77.0,16.25,77.25,E43X4
16.75,77.25,17.0,77.5,E43X5
16.5,77.25,16.75,77.5,E43X6
16.25,77.25,16.5,77.5,E43X7
16.0,77.25,16.25,77.5,E43X8
16.75,77.5,17.0,77.75,E43X9
19.75,78.0,20.0,78.25,E44A1
19.5,78.5,19.75,78.75,E44A10
19.25,78.5,19.5,78.75,E44A11
19.0,78.5,19.25,78.75,E44A12
19.75,78.75,20.0,79.0,E44A13
19.5,78.75,19.75,79.0,E44A14
19.25,78.75,19.5,79.0,E44A15
19.0,78.75,19.25,79.0,E44A16
19.5,78.0,19.75,78.25,E44A2
19.25,78.0,19.5,78.25,E44A3
19.0,78.0,19.25,78.25,E44A4
19.75,78.25,20.0,78.5,E44A5
19.5,78.25,19.75,78.5,E44A6
19.25,78.25,19.5,78.5,E44A7
19.0,78.25,19.25,78.5,E44A8
19.75,78.5,20.0,78.75,E44A9
19.75,79.0,20.0,79.25,E44B1
19.5,79.5,19.75,79.75,E44B10
19.25,79.5,19.5,79.75,E44B11
19.0,79.5,19.25,79.75,E44B12
19.75,79.75,20.0,80.0,E44B13
19.5,79.75,19.75,80.0,E44B14
19.25,79.75,19.5,80.0,E44B15
19.0,79.75,19.25,80.0,E44B16
19.5,79.0,19.75,79.25,E44B2
19.25,79.0,19.5,79.25,E44B3
19.0,79.0,19.25,79.25,E44B4
19.75,79.25,20.0,79.5,E44B5
19.5,79.25,19.75,79.5,E44B6
19.25,79.25,19.5,79.5,E44B7
19.0,79.25,19.25,79.5,E44B8
19.75,79.5,20.0,79.75,E44B9
19.75,80.0,20.0,80.25,E44C1
19.5,80.5,19.75,80.75,E44C10
19.25,80.5,19.5,80.75,E44C11
19.0,80.5,19.25,80.75,E44C12
19.75,80.75,20.0,81.0,E44C13
19.5,80.75,19.75,81.0,E44C14
19.25,80.75,19.5,81.0,E44C15
19.0,80.75,19.25,81.0,E44C16
19.5,80.0,19.75,80.25,E44C2
19.25,80.0,19.5,80.25,E44C3
19.0,80.0,19.25,80.25,E44C4
19.75,80.25,20.0,80.5,E44C5
19.5,80.25,19.75,80.5,E44C6
19.25,80.25,19.5,80.5,E44C7
19.0,80.25,19.25,80.5,E44C8
19.75,80.5,20.0,80.75,E44C9
19.75,81.0,20.0,81.25,E44D1
19.5,81.5,19.75,81.75,E44D10
19.25,81.5,19.5,81.75,E44D11
19.0,81.5,19.25,81.75,E44D12
19.75,81.75,20.0,82.0,E44D13
19.5,81.75,19.75,82.0,E44D14
19.25,81.75,19.5,82.0,E44D15
19.0,81.75,19.25,82.0,E44D16
19.5,81.0,19.75,81.25,E44D2
19.25,81.0,19.5,81.25,E44D3
19.0,81.0,19.25,81.25,E44D4
19.75,81.25,20.0,81.5,E44D5
19.5,81.25,19.75,81.5,E44D6
19.25,81.25,19.5,81.5,E44D7
19.0,81.25,19.25,81.5,E44D8
19.75,81.5,20.0,81.75,E44D9
19.75,82.0,20.0,82.25,E44E1
19.5,82.5,19.75,82.75,E44E10
19.25,82.5,19.5,82.75,E44E11
19.0,82.5,19.25,82.75,E44E12
19.75,82.75,20.0,83.0,E44E13
19.5,82.75,19.75,83.0,E44E14
19.25,82.75,19.5,83.0,E44E15
19.0,82.75,19.25,83.0,E44E16
19.5,82.0,19.75,82.25,E44E2
19.25,82.0,19.5,82.25,E44E3
19.0,82.0,19.25,82.25,E44E4
19.75,82.25,20.0,82.5,E44E5
19.5,82.25,19.75,82.5,E44E6
19.25,82.25,19.5,82.5,E44E7
19.0,82.25,19.25,82.5,E44E8
19.75,82.5,20.0,82.75,E44E9
19.75,83.0,20.0,83.25,E44F1
19.5,83.5,19.75,83.75,E44F10
19.25,83.5,19.5,83.75,E44F11
19.0,83.5,19.25,83.75,E44F12
19.75,83.75,20.0,84.0,E44F13
19.5,83.75,19.75,84.0,E44F14
19.25,83.75,19.5,84.0,E44F15
19.0,83.75,19.25,84.0,E44F16
19.5,83.0,19.75,83.25,E44F2
19.25,83.0,19.5,83.25,E44F3
19.0,83.0,19.25,83.25,E44F4
19.75,83.25,20.0,83.5,E44F5
19.5,83.25,19.75,83.5,E44F6
19.25,83.25,19.5,83.5,E44F7
19.0,83.25,19.25,83.5,E44F8
19.75,83.5,20.0,83.75,E44F9
18.75,78.0,19.0,78.25,E44G1
18.5,78.5,18.75,78.75,E44G10
18.25,78.5,18.5,78.75,E44G11
18.0,78.5,18.25,78.75,E44G12
18.75,78.75,19.0,79.0,E44G13
18.5,78.75,18.75,79.0,E44G14
18.25,78.75,18.5,79.0,E44G15
18.0,78.75,18.25,79.0,E44G16
18.5,78.0,18.75,78.25,E44G2
18.25,78.0,18.5,78.25,E44G3
18.0,78.0,18.25,78.25,E44G4
18.75,78.25,19.0,78.5,E44G5
18.5,78.25,18.75,78.5,E44G6
18.25,78.25,18.5,78.5,E44G7
18.0,78.25,18.25,78.5,E44G8
18.75,78.5,19.0,78.75,E44G9
18.75,79.0,19.0,79.25,E44H1
18.5,79.5,18.75,79.75,E44H10
18.25,79.5,18.5,79.75,E44H11
18.0,79.5,18.25,79.75,E44H12
18.75,79.75,19.0,80.0,E44H13
18.5,79.75,18.75,80.0,E44H14
18.25,79.75,18.5,80.0,E44H15
18.0,79.75,18.25,80.0,E44H16
18.5,79.0,18.75,79.25,E44H2
18.25,79.0,18.5,79.25,E44H3
18.0,79.0,18.25,79.25,E44H4
18.75,79.25,19.0,79.5,E44H5
18.5,79.25,18.75,79.5,E44H6
18.25,79.25,18.5,79.5,E44H7
18.0,79.25,18.25,79.5,E44H8
18.75,79.5,19.0,79.75,E44H9
18.75,80.0,19.0,80.25,E44I1
18.5,80.5,18.75,80.75,E44I10
18.25,80.5,18.5,80.75,E44I11
18.0,80.5,18.25,80.75,E44I12
18.75,80.75,19.0,81.0,E44I13
18.5,80.75,18.75,81.0,E44I14
18.25,80.75,18.5,81.0,E44I15
18.0,80.75,18.25,81.0,E44I16
18.5,80.0,18.75,80.25,E44I2
18.25,80.0,18.5,80.25,E44I3
18.0,80.0,18.25,80.25,E44I4
18.75,80.25,19.0,80.5,E44I5
18.5,80.25,18.75,80.5,E44I6
18.25,80.25,18.5,80.5,E44I7
18.0,80.25,18.25,80.5,E44I8
18.75,80.5,19.0,80.75,E44I9
18.75,81.0,19.0,81.25,E44J1
18.5,81.5,18.75,81.75,E44J10
18.25,81.5,18.5,81.75,E44J11
18.0,81.5,18.25,81.75,E44J12
18.75,81.75,19.0,82.0,E44J13
18.5,81.75,18.75,82.0,E44J14
18.25,81.75,18.5,82.0,E44J15
18.0,81.75,18.25,82.0,E44J16
18.5,81.0,18.75,81.25,E44J2
18.25,81.0,18.5,81.25,E44J3
18.0,81.0,18.25,81.25,E44J4
18.75,81.25,19.0,81.5,E44J5
18.5,81.25,18.75,81.5,E44J6
18.25,81.25,18.5,81.5,E44J7
18.0,81.25,18.25,81.5,E44J8
18.75,81.5,19.0,81.75,E44J9
18.75,82.0,19.0,82.25,E44K1
18.5,82.5,18.75,82.75,E44K10
18.25,82.5,18.5,82.75,E44K11
18.0,82.5,18.25,82.75,E44K12
18.75,82.75,19.0,83.0,E44K13
18.5,82.75,18.75,83.0,E44K14
18.25,82.75,18.5,83.0,E44K15
18.0,82.75,18.25,83.0,E44K16
18.5,82.0,18.75,82.25,E44K2
18.25,82.0,18.5,82.25,E44K3
18.0,82.0,18.25,82.25,E44K4
18.75,82.25,19.0,82.5,E44K5
18.5,82.25,18.75,82.5,E44K6
18.25,82.25,18.5,82.5,E44K7
18.0,82.25,18.25,82.5,E44K8
18.75,82.5,19.0,82.75,E44K9
18.75,83.0,19.0,83.25,E44L1
18.5,83.5,18.75,83.75,E44L10
18.25,83.5,18.5,83.75,E44L11
18.0,83.5,18.25,83.75,E44L12
18.75,83.75,19.0,84.0,E44L13
18.5,83.75,18.75,84.0,E44L14
18.25,83.75,18.5,84.0,E44L15
18.0,83.75,18.25,84.0,E44L16
18.5,83.0,18.75,83.25,E44L2
18.25,83.0,18.5,83.25,E44L3
18.0,83.0,18.25,83.25,E44L4
18.75,83.25,19.0,83.5,E44L5
18.5,83.25,18.75,83.5,E44L6
18.25,83.25,18.5,83.5,E44L7
18.0,83.25,18.25,83.5,E44L8
18.75,83.5,19.0,83.75,E44L9
17.75,78.0,18.0,78.25,E44M1
17.5,78.5,17.75,78.75,E44M10
17.25,78.5,17.5,78.75,E44M11
17.0,78.5,17.25,78.75,E44M12
17.75,78.75,18.0,79.0,E44M13
17.5,78.75,17.75,79.0,E44M14
17.25,78.75,17.5,79.0,E44M15
17.0,78.75,17.25,79.0,E44M16
17.5,78.0,17.75,78.25,E44M2
17.25,78.0,17.5,78.25,E44M3
17.0,78.0,17.25,78.25,E44M4
17.75,78.25,18.0,78.5,E44M5
17.5,78.25,17.75,78.5,E44M6
17.25,78.25,17.5,78.5,E44M7
17.0,78.25,17.25,78.5,E44M8
17.75,78.5,18.0,78.75,E44M9
17.75,79.0,18.0,79.25,E44N1
17.5,79.5,17.75,79.75,E44N10
17.25,79.5,17.5,79.75,E44N11
17.0,79.5,17.25,79.75,E44N12
17.75,79.75,18.0,80.0,E44N13
17.5,79.75,17.75,80.0,E44N14
17.25,79.75,17.5,80.0,E44N15
17.0,79.75,17.25,80.0,E44N16
17.5,79.0,17.75,79.25,E44N2
17.25,79.0,17.5,79.25,E44N3
17.0,79.0,17.25,79.25,E44N4
17.75,79.25,18.0,79.5,E44N5
17.5,79.25,17.75,79.5,E44N6
17.25,79.25,17.5,79.5,E44N7
17.0,79.25,17.25,79.5,E44N8
17.75,79.5,18.0,79.75,E44N9
17.75,80.0,18.0,80.25,E44O1
17.5,80.5,17.75,80.75,E44O10
17.25,80.5,17.5,80.75,E44O11
17.0,80.5,17.25,80.75,E44O12
17.75,80.75,18.0,81.0,E44O13
17.5,80.75,17.75,81.0,E44O14
17.25,80.75,17.5,81.0,E44O15
17.0,80.75,17.25,81.0,E44O16
17.5,80.0,17.75,80.25,E44O2
17.25,80.0,17.5,80.25,E44O3
17.0,80.0,17.25,80.25,E44O4
17.75,80.25,18.0,80.5,E44O5
17.5,80.25,17.75,80.5,E44O6
17.25,80.25,17.5,80.5,E44O7
17.0,80.25,17.25,80.5,E44O8
17.75,80.5,18.0,80.75,E44O9
17.75,81.0,18.0,81.25,E44P1
17.5,81.5,17.75,81.75,E44P10
17.25,81.5,17.5,81.75,E44P11
17.0,81.5,17.25,81.75,E44P12
17.75,81.75,18.0,82.0,E44P13
17.5,81.75,17.75,82.0,E44P14
17.25,81.75,17.5,82.0,E44P15
17.0,81.75,17.25,82.0,E44P16
17.5,81.0,17.75,81.25,E44P2
17.25,81.0,17.5,81.25,E44P3
17.0,81.0,17.25,81.25,E44P4
17.75,81.25,18.0,81.5,E44P5
17.5,81.25,17.75,81.5,E44P6
17.25,81.25,17.5,81.5,E44P7
17.0,81.25,17.25,81.5,E44P8
17.75,81.5,18.0,81.75,E44P9
17.75,82.0,18.0,82.25,E44Q1
17.5,82.5,17.75,82.75,E44Q10
17.25,82.5,17.5,82.75,E44Q11
17.75,82.75,18.0,83.0,E44Q13
17.5,82.75,17.75,83.0,E44Q14
17.25,82.75,17.5,83.0,E44Q15
17.5,82.0,17.75,82.25,E44Q2
17.25,82.0,17.5,82.25,E44Q3
17.0,82.0,17.25,82.25,E44Q4
17.75,82.25,18.0,82.5,E44Q5
17.5,82.25,17.75,82.5,E44Q6
17.25,82.25,17.5,82.5,E44Q7
17.75,82.5,18.0,82.75,E44Q9
17.75,83.0,18.0,83.25,E44R1
17.75,83.25,18.0,83.5,E44R5
17.5,83.25,17.75,83.5,E44R6
17.75,83.5,18.0,83.75,E44R9
16.75,78.0,17.0,78.25,E44S1
16.5,78.5,16.75,78.75,E44S10
16.25,78.5,16.5,78.75,E44S11
16.0,78.5,16.25,78.75,E44S12
16.75,78.75,17.0,79.0,E44S13
16.5,78.75,16.75,79.0,E44S14
16.25,78.75,16.5,79.0,E44S15
16.0,78.75,16.25,79.0,E44S16
16.5,78.0,16.75,78.25,E44S2
16.25,78.0,16.5,78.25,E44S3
16.0,78.0,16.25,78.25,E44S4
16.75,78.25,17.0,78.5,E44S5
16.5,78.25,16.75,78.5,E44S6
16.25,78.25,16.5,78.5,E44S7
16.0,78.25,16.25,78.5,E44S8
16.75,78.5,17.0,78.75,E44S9
16.75,79.0,17.0,79.25,E44T1
16.5,79.5,16.75,79.75,E44T10
16.25,79.5,16.5,79.75,E44T11
16.0,79.5,16.25,79.75,E44T12
16.75,79.75,17.0,80.0,E44T13
16.5,79.75,16.75,80.0,E44T14
16.25,79.75,16.5,80.0,E44T15
16.0,79.75,16.25,80.0,E44T16
16.5,79.0,16.75,79.25,E44T2
16.25,79.0,16.5,79.25,E44T3
16.0,79.0,16.25,79.25,E44T4
16.75,79.25,17.0,79.5,E44T5
16.5,79.25,16.75,79.5,E44T6
16.25,79.25,16.5,79.5,E44T7
16.0,79.25,16.25,79.5,E44T8
16.75,79.5,17.0,79.75,E44T9
16.75,80.0,17.0,80.25,E44U1
16.5,80.5,16.75,80.75,E44U10
16.25,80.5,16.5,80.75,E44U11
16.0,80.5,16.25,80.75,E44U12
16.75,80.75,17.0,81.0,E44U13
16.5,80.75,16.75,81.0,E44U14
16.25,80.75,16.5,81.0,E44U15
16.0,80.75,16.25,81.0,E44U16
16.5,80.0,16.75,80.25,E44U2
16.25,80.0,16.5,80.25,E44U3
16.0,80.0,16.25,80.25,E44U4
16.75,80.25,17.0,80.5,E44U5
16.5,80.25,16.75,80.5,E44U6
16.25,80.25,16.5,80.5,E44U7
16.0,80.25,16.25,80.5,E44U8
16.75,80.5,17.0,80.75,E44U9
16.75,81.0,17.0,81.25,E44V1
16.5,81.5,16.75,81.75,E44V10
16.25,81.5,16.5,81.75,E44V11
16.75,81.75,17.0,82.0,E44V13
16.5,81.75,16.75,82.0,E44V14
16.25,81.75,16.5,82.0,E44V15
16.5,81.0,16.75,81.25,E44V2
16.25,81.0,16.5,81.25,E44V3
16.0,81.0,16.25,81.25,E44V4
16.75,81.25,17.0,81.5,E44V5
16.5,81.25,16.75,81.5,E44V6
16.25,81.25,16.5,81.5,E44V7
16.75,81.5,17.0,81.75,E44V9
16.75,82.0,17.0,82.25,E44W1
16.5,82.0,16.75,82.25,E44W2
16.25,82.0,16.5,82.25,E44W3
16.75,82.25,17.0,82.5,E44W5
16.5,82.25,16.75,82.5,E44W6
19.75,84.0,20.0,84.25,E45A1
19.5,84.5,19.75,84.75,E45A10
19.25,84.5,19.5,84.75,E45A11
19.0,84.5,19.25,84.75,E45A12
19.75,84.75,20.0,85.0,E45A13
19.5,84.75,19.75,85.0,E45A14
19.25,84.75,19.5,85.0,E45A15
19.0,84.75,19.25,85.0,E45A16
19.5,84.0,19.75,84.25,E45A2
19.25,84.0,19.5,84.25,E45A3
19.0,84.0,19.25,84.25,E45A4
19.75,84.25,20.0,84.5,E45A5
19.5,84.25,19.75,84.5,E45A6
19.25,84.25,19.5,84.5,E45A7
19.0,84.25,19.25,84.5,E45A8
19.75,84.5,20.0,84.75,E45A9
19.75,85.0,20.0,85.25,E45B1
19.5,85.5,19.75,85.75,E45B10
19.75,85.75,20.0,86.0,E45B13
19.5,85.0,19.75,85.25,E45B2
19.25,85.0,19.5,85.25,E45B3
19.75,85.25,20.0,85.5,E45B5
19.5,85.25,19.75,85.5,E45B6
19.75,85.5,20.0,85.75,E45B9
19.75,86.0,20.0,86.25,E45C1
19.75,86.25,20.0,86.5,E45C5
18.75,84.0,19.0,84.25,E45G1
18.5,84.0,18.75,84.25,E45G2
18.75,84.25,19.0,84.5,E45G5
18.75,84.5,19.0,84.75,E45G9
23.5,68.5,23.75,68.75,F42C10
23.25,68.5,23.5,68.75,F42C11
23.0,68.5,23.25,68.75,F42C12
23.5,68.75,23.75,69.0,F42C14
23.25,68.75,23.5,69.0,F42C15
23.5,68.25,23.75,68.5,F42C6
23.25,68.25,23.5,68.5,F42C7
23.75,69.0,24.0,69.25,F42D1
23.5,69.5,23.75,69.75,F42D10
23.25,69.5,23.5,69.75,F42D11
23.0,69.5,23.25,69.75,F42D12
23.75,69.75,24.0,70.0,F42D13
23.5,69.75,23.75,70.0,F42D14
23.25,69.75,23.5,70.0,F42D15
23.0,69.75,23.25,70.0,F42D16
23.5,69.0,23.75,69.25,F42D2
23.25,69.0,23.5,69.25,F42D3
23.0,69.0,23.25,69.25,F42D4
23.75,69.25,24.0,69.5,F42D5
23.5,69.25,23.75,69.5,F42D6
23.25,69.25,23.5,69.5,F42D7
23.0,69.25,23.25,69.5,F42D8
23.75,69.5,24.0,69.75,F42D9
